,question,answer,url,label
11770,개골 탈구 증상일까요? 급해요 ㅠㅠ  살 된 남자 슈나에요.  얼마전부터 자꾸 한쪽발을 안쓰고 들고 다니고 만지려고 해도 아픈지 못만지게 합니다.  슬개골 탈구일까요? 병원가보긴 할텐데 궁금해서요. 아시는분 알려주세요,"- 슬개골탈구 - 전십자인대 파열 - 고관절 이형성 / LCPD  이상 3가지가 뒷다리 파행으로 내원하는 가장 많은 경우 입니다. 일단, 인근 동물병원 수의사 선생님과 상태확인을 위해 1. 신체검사 2. 방사선 촬영 등을 진행해 보실 것을 권장합니다.  안녕히 계세요~~","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=262838080
",강아지/정형외과질환/슬개골 탈구
13821, 강아지가 12살인데 갑자기 며칠전부터 밥도 안먹고 털색말고 몸색도 원래 핑크빛이였는데 하얘졌어요 그리고 오늘 갑자기 오줌을 다리에 힘이 없는듯이 철푸덕 앉아서 쌌어요 근데 그전에는 괜찮았는데 갑자기 이래요 그리고 오줌색이 엄청 노래요 그리고 오줌을 자꾸 지려요,"노령견 건강검진을 받지 않으셨다면 검진을 권해드립니다. 우선 다리에 힘이 풀리는 증상은 근골격계 질환 혹은 신경계 질환이 있을 수도 있고, 배뇨를 잘 못보는것은 방광염과 같은 비뇨기계 질환이 있을 수 있습니다. 식욕이 떨어진 부분도 노령에서 흔히 나타나지만 전신 질환이 있을 가능성이 있습니다. 동물병원 방문하셔서 검진 받아보시길 바랍니다. 감사합니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=325275652
",강아지/내분비질환/요로 감염
7185,강아지가 피를 강아지가 생리 끝난지 약 1~2달 정도 됐는데 생리 비슷하게 피를 흘려요 많이는 아니고 외출하고 와서 보니 6~7방울 정도 떨어져있더라구요. 지금은 피가 안나오고 생식기도 안부어있고요 그래서 생리는 아닌거같은데 이거 왜 이럴까요 ㅠ 올해 5살이에요. 일주일전에 해외로 데려오고 계류장에도 몇일 있어서 스트레스 받아서 그런걸까요? 집에서 고기나 과자같은거 먹을때 조금씩 주거든요ㅠ 어디서 보니까 콩팥?에서 단백질 소화를 잘 못시키면 그럴수있다던데 그래서 그런걸까요?,"3가지 측면을 고려해 볼 수 있습니다. 1. 상상임신 2. 비뇨기계 결석 및 감염 / 염증 3. 자궁축농증 초기 (자궁내에 농이아니라, 혈액이 차있는 경우도 있습니다.)    생식기계 감염 (외음부 / 질 / 자궁경 등)  1번일 경우, 임신 호르몬 농도가 감소하면 자연적으로 해결될 수 있습니다. 2번일 경우 ,방사선 / 초음파 / 소변검사 등을 통해 확인 가능합니다. 3번일 경우, 혈액검사 / 초음파 / 질경검사 및 질도말 검사 등을 통해 확인 가능합니다.  환자의 경우 동물병원 수의사 선생님과 진료상담을 받은후, 가장 의심되는 검사부터 시작해보시면 될 것같아요.  큰 문제없이 빠르고 정확한 진단과 효과적인 처치로 근심이 해결될 수 있기를 기원합니다. 안녕히 계세요","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=275747755
",강아지/생식기질환/사춘기 출혈
664,강아지 눈이 왜이런가요 ㅜㅠ? 병원가야하나요? ,체리아이는 눈물샘 염증으로 인한 질환이고 일반적으로 외과적 교정이 필요합니다. 경증일 경우 내과적인 처치로 호전되기도 하지만 재발할 가능성이 높습니다.  병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=404813493
",강아지/안구질환/알 수 없음
829,12살 푸들 털 깎아줬는데 이렇게 종기?같은게 났어요ㅠㅠ 이거 뭔가요ㅠㅠ? ,사진만으로 판단하기에는 제한적이고 어려운 부분이 있습니다. 사진으로 유추하면 유두종을 비롯한 피부종양일 가능성이 높아 보입니다. 방치하게 되면 크기가 커지고 염증을 동반하여 상황은 더욱 악화될 수 있습니다. 병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=391056274
",강아지/피부질환/종기
15979,강아지가 눈에 찔린거 같아요ㅠ 밤에 자려고 불끄고 강아지와 잘려는데 제가 이불을 덮으려고 하다 제 손톱이 (손톱이 긴상태였음)강아지에게 스쳤는데 어디에 스쳤는지 어두워서 몰랐는데 느낌은 말랑한?그런 눈같은 느낌이었습니다. 암튼 제가 놀라서 불켰는데 강아지는 저를 똘망똘망하게 쳐다보고있었고 실눈처럼 뜨고 있지않았고 눈을 감고있지도 않았습니다 그리고 눈도 충혈은안됬습니다 그럼 제가 눈을 찌른게 아니고 다를곳을 찌른건가요? 찔렸다해도 아무런 증상이 없으면 괜찮은 건가요?? 진짜 걱정됩니다...ㅠ,"강아지 관리 때문에 걱정이 많으시죠? 만약 보호자분이 눈을 찔러서 눈에 문제가 있었다면 안구에 문제가 생겼을 것입니다. 이상증상이 없다면 다른 부분을 찔렀거나, 큰 문제가 없었을 것입니다. 혹시 모르니 며칠간 강아지를 잘 지켜 보시고 이상증상이나 문제되는 부분을 확인하시면 가까운 동물병원에 가셔서 적절한 진료를 받아 보시길 바랍니다. 강아지의 건강을 기원 합니다. 감사합니다.  ","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=292417202
",강아지/안구질환/눈 찌름
4422,"강아지 뇌수두증 강아지가 뇌수두증 진단을 받았는데 현재 제가 사는 지역이 너무 시골이라 제대로 된 처방을 받았는 지 모르겠네요 병원에선 1. 강아지 머리 만지지 말기 2. 흥분시키지 말기 3. 가만히 놔두기 등등 꼭 이렇게 해야 된다고 하셨고, 가루약 3일치만 받아 왔습니다 지금 현재 강아지 상태는 밥 먹다가도 경련을 일으키며 거품을 물고요 주사기로 약 먹이다가도 거품을 물고 경련을 일으킵니다 의사선생님께선 경련을 일으켜도 오구 괜찮아 하는게 아니라 그냥 가만히 놔두며 거품만 닦아주라 하셨고요.. 해줄 수 있는게 없어서 그런 모습을 볼 때 마다 가슴이 찢어지는 것 같아요 다른 분들 반려견은 뇌수두증 진단을 받고도 산책하고 간식 먹이고 잘 지내는 것 같은데 저희 집 강아지는 이게 맞는건가요? 그리고 제가 할 수 있는게 아무것도 없을까요? (오늘 진단받고 약 3일치 받은 거 다 먹인 후 병원에 재방문 하여 약물치료 병행할 생각입니다)","수두증 진단은 추정인가요? 아니면 MRI 검사후, 정식 소견을 받으신 건가요? 증상만 보고 내복약 처방을 받으신 거라면..... 수박 겉핥기 식의 관리법이므로 지양하셔야 합니다. 반드시 향정신성 약물이 추가되어야 하는데, 너무 시골지역이라면 향정신성 약물 자체를 취급하지 않을 수 있습니다. 즉, 약을 처방해주고 싶어도 약이 없어서 못하는 경우가 있다는 얘기입니다. 결론부터 말씀드리자면, 그 정도 상황이면 전혀 관리가 안되는 것같은데요. 내복약 투여로 만족하실게 아니라, 입원시키는게 추천되는 상황입니다. 대도시까지는 아니더라도,  입원치료 및 향정신성 약물 처방이 가능한 중소도시까지는 가보시는게 좋을 것같습니다. 내복약 투여의 의의는 발작 / 경련의 횟수를 줄이고, 발작을 하더라도 그 시간을 단축시키며, 발작하는 몸의 떨림으 최소화하는데 있습니다. 지금 전혀 컨트롤이 안되는 것같아요. 걱정스럽네요. 빨리 큰 병원 가보시는게 좋겠습니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=404085518
",강아지/뇌수두증
12489,"고양이가 벽에 부딪혀서 턱에 혹이났어요ㅠㅜ 고양이가 응가를 하다가 엉덩이랑 꼬리, 발바닥에 다 묻어서 씻기는데 물소리에 놀라서 뛰어다니다가 벽에 부딪혔거든요ㅠㅠ 근데 오늘 보니 아래입술과 턱부분이 부어있어요 놔두면 가라앉나요 아님 병원데려가야하나요?ㅠㅠ","붓기가 심해 고양이가 그루밍으로 계속 긁을 수도 있어요. 긁지 못하게 넥칼라를 채워주시고, 동물병원에서 검진 받아보시길 바랍니다. 참고하세요. 감사합니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=352888747
","고양이/부상/혹, 부어있는 입술과 턱 부분"
19133,한국에서 중국 청도로 강아지 데려가려고해요 한국에서 모든 서류 준비를 해서 가려고 합니다. 동물병원에서 모두 해주기로 했구요 대한항공으로 출국하는데 중국 청도에 도착하면 저희 강아지는 어디에서 찾나요?가방 찾는곳에서 찾나요? 그리고 인천 공항 검역소 ... 마찬가지로 돌아올때도 청도 검역소 들려야하나요? 나올때 어떻게 해야하나요?,반려견을 외국으로 데려가시거나 데리고 오실때 궁금한 점은 인천공항 검역소에 문의 하시면 자세하고 친절하게 설명해 드릴 껍니다. 강아지의 건강을 기원합니다. 감사합니다.,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=231005593
",강아지/검역/문서 관련 질문
10665,안녕하세요 선생님. 저희집에는 6살 된 말티즈가 있습니다. 어느순간 입에서 냄새가 나길래 이빨을 봤더니 치석이 있더라구요. 누런것도 있고 검은 것도 있는데 썩은건가요. ? ,"상황만으로 판단하기에는 제한적이고 어려운 부분이 있습니다. 현재 상황에서 무엇보다 중요한 것은 치석제거입니다. 치석이 존재하는 상황에서 내과적인 처치나 양치의 효과는 제한적이고 기대하기 어렵습니다. 치석은 구강뿐 아니라 심장을 비롯해 간, 신장, 췌장과 같은 실질장기에도 영향을 미쳐 기능을 떨어뜨려 건강을 더욱 악화시킵니다. 상황에 따라 발치가 필요할 수도 있습니다. 신속히 병원에서 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=363372248
",강아지/구강질환/치석
2496,딱지같은게 있다가 떨어지고 난 후 저렇게 되었어요..ㅠㅠ 피부병일까요? 상처일까요? ,사진으로 판단하기에는 피부염일 가능성이 높아 보입니다. 방치하게 되면 진행되어 상황은 더욱 악화될 수 있습니다. 곰팡이성 피부염의 경우 사람에게 전염될 수 있고 다른 피부염에 비해 치료기간이 많이 소요됩니다. 병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=324924156
",반려동물/피부질환/상처
9036,강아지 심장비대 심장병 폐수종 맞나요 갑자기 몇일전에 아이가 목에 뭐가걸린것같이 켁켁대서 병원을 갔거든요 두곳다 엑스레이찍었는데.. 처음병원은 심장비대지만 다행히 폐수종은 없다하더니 두번째병원은 폐수종있다며 이뇨제처방해서 약먹은지 4일인데 폐수종 맞는건가요? ㅜㅜ,"수종을 제대로 평가하려면~ 1. 수의사가 일정한 시간간격으로 2. 흉부방사선 (정면부, 측면부)을 찍어야 하고 3. 정해진 kvp 와 mA 로 적용해야 합니다. 올려놓으신 사진은 그에대한 명시가 안되어 있습니다. 따라서 정확한 평가를 기대하시면 안됩니다. 일단, 첫번째 사진이 폐수종 의심사진이고 두번째 사진이 폐수종이 완화된 사진이라고 가정하겠습니다. 첫번째 사진에서 폐수종이 가장 의심되는 부위는  우측 후엽부위의 radiopacity 상승을 근거로  폐수종으로 가정할 수 있을 것같습니다. 두번재 사진은 정해진 선량보다 약간 강한 음영을 준 것으로 판단되며 다행히 우측 후면부의 폐수종이 어느정도 해소된 것을 볼 수 있습니다. 결론, - 환자의 심장질환 여부에대해 정확한 평가를 원하신다면,   : 신체검사 (청진, 혈압측정 포함)     흉부방사선 촬영     심장 초음파 검사     심전도 측정 위 4가지 검사가 반드시 필요합니다. - 사진으로 보여지는 심장의 크기는 심각해 보일 정도입니다.    : 하루 빨리 심장 초음파 검사, 심전도 검사를 진행하실 것을 추천드립니다. 감사합니다. 안녕히 계세요.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=339314630
",강아지/심장질환/폐수종
15525,강아지가 자일리톨 껌을 먹었는데 괜찮나요 ㅠㅠ 강아지가 자일리톨 껌을 먹었는데 괜찮을까요ㅠㅠㅠ 이 껌을 하나 먹었어요,강아지 관리 때문에 걱정이 많으시죠? 껌 한개에 자일리톨 성분이 얼마나 들어 있냐에 따라 다르지만 많은양이 함유 됐다면 위험할 수도 있습니다. 가급적 빨리 동물병원에 가셔서 검사와 진료를 받아 보시는 것을 권해 드립니다. 강아지의 건강을 기원 합니다. 감사 합니다.,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=300060183
",강아지/중독/자일리톨
22802,강아지 머리뼈 생후 75일 된 치와와를 키우고 있습니다 오늘 우연히 머리를 만지다가 이마 위쪽에 살짝 패인 곳을 발견햇습니다 말씀 드리다시피 육안으로는 안보이고 만지면 확실히 패인것이 느껴집니다 혹시 돌아다니다 가구 이런곳에 박아서 깨진 게 아닌지.. 아님 아직 애기라 머리뼈가 형성 중 인건지... 걱정됩니다 참고로 애기는 활발하고 잘 먹고 잘 싸고 잘 자고 그럽니다 하지만 너무 놀래서.. 이런 경험잇거나 하신 분들 답변해 주시면 감사하겟습니다.., 머리뼈가 아직 안닫힌 것이구요. 치와와 중에 성장 후에도 두개골이 완전히 붙지 않아  수두증으로 진행되는 경우들이 있습니다.  정기검진 때마다 동물병원에 내원하셔서 체크해보시면 될 것 같습니다.  쾌유를 빕니다.,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=210146823
",강아지/두개골골절 또는 외상/진단 불가능(추측)
12368,닥스훈트 호흡 저희집 닥스훈트인데 자주는 아니고 가끔 1-2분정도 저렇게 숨을 잘 못쉬어요 어디가 안좋은걸까여ㅠㅠ  닥스훈트 호흡 재생 270 00:00 00:15,노견에서 반복되는 기침과 헐떡거림은 심장병의 가능성도 있습니다. 증상이 반복적으로 나타나는 경우 동물병원에서 검진 받아보셔야 합니다. 아래 영상을 참고하세요. 감사합니다. https://youtu.be/_7UQlKaxtdo,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=356040879
",닥스훈트/호흡기질환/기관지염
11180,4살된 푸들입니다.2주전에 갑자기 식욕을 잃고 구토를해서 병원가 혈액 검사를 하니 만성인지 급성인지 신부전과 췌장염이라고 합니다.일주일 입원해서 치료를 하고 퇴원한지 이틀이 되었는데 집에와서 보니 아이가 앞을 못보고 부딪치고 다녀 병원에 내원하니 실명되었다고 안과전문병원을 가라고 합니다.시골이라 서울까지 가기도 힘들고 비용도 걱정되고 어떻게 해야할지..신부전으로 힘이 없이 누워만 있는데....치료를 계속하는게 맞는지? ,"환자의 시력소실로 매우 불안하고 답답한 마음이실 것같네요. 너무나 안타깝네요.  그렇지만, 지금은 신부전과 췌장염 치료에 역점을 두셔야 할 것같습니다. 눈을 살리는게 중요한 것이 아니다...라는 의미는 절대 아닙니다.  서울지역까지 왔다갔다 하면서 눈때문에 전전긍긍하는 것보다는  신부전 / 췌장염 치료에 더 많은 공을 써야 한다는 의미입니다. 안과진료를 받을 수 있는 몸상태가 아직은 아닌 것같아서 그렇습니다.  반대로 생각했을때, 눈 질끈감고,  한번에 신부전 / 췌장염 / 안과진료까지 서울지역 동물병원에서  해결을 하는 방법도 있습니다.  하지만, 거주지가 너무 멀고 아이의 상태를 지켜보기가 힘드시다면 차라리 집 가까운 병원에서  생명에 직접적인 영향을 줄 수 있는 질환먼저 손을 쓰는게 우선이라고 판단됩니다.  현재 환자의 상태가 어떠한지 정확히 알 수 없으니, 해당 동물병원 수의사 선생님과 동물병원 전원에대해 상담해 보실 것을 추천드립니다.  아이의 조속한 쾌유와 건강을 기원합니다. 감사합니다. 안녕히 계세요","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=322348618
","강아지/내장질환/신부전, 강아지/안구질환/실명"
157,저희집 강아지가 몇년 몇개월을 생리 안했는데 어젠가? 엊그제 갑자기 생식기에서 피가 나오는데 무슨 증상 인가요? 안녕하세요 15살 여학생 입니다 저희집에 소형견 강아지 한마리 키우고 있는데 저희집 강아지가 몇년 몇개월동안 생리를 안했는데 어젠가? 엊그제 갑자기 방바닥에 피가 묻어 있고 저희집 강아지 생식기에도 피가 나오는데  이건 무슨 증상인가요? 그리고 소형견 강아지들은 생리 주기 기준이 5~7개월이고 생리기간은 15~17일 인데 저희집 강아지는 생리를 몇년 몇개월정도 안하다가 엊그제 였나? 어제 쯤 갑자기 생식기에 피 나오는데 이건 무슨 증상인가요? 이거 동물병원 가야하나요?,"일반적으로 강아지의 경우 발정 및 생리는 6개월을 주기로 반복됩니다. 그러나 개체에 따라 무혈 발정을 하거나 생리 불순이 발생하기도 합니다. 이 경우 호르몬 불균형으로 자궁 및 유선 질환 발생 가능성이 높아 집니다. 특히 생리종료 후 구토나 식욕부진, 복부팽만, 다음 다뇨 증상이 동반된다면 자궁축농증 가능성이 높습니다. 가급적 중성화수술을 시키시길 추천하고 병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=435856231
",강아지/생식기질환/생리불순환 (또는 생리과다출혈 등)
7018,강아지가 호흡 관련[내공 100] 저희 집 강아지가 한번씩 호흡을 코로만 하는데  엄청 크게 숨넘어갈듯이 코로만 크게 들이쉬고 내쉬고를 빠르게 반복을 합니다.  병원에 가서 피검사도 해보고 수치가 다 정상인데  갑상선?? 그 수치가 조금 높다고 하긴 했습니다.  강아지가 왜 그러는지 알 수 있을까요????? 답변 부탁드립니다!!!,강아지 호흡관련 질환은 영상진단학적 접근이 필요합니다. 혈액검사로 알 수 있는 정보는 극히 제한적일 수 있습니다.  - 흉복부 방사선 촬영 - 상부호흡기 / 기관 내시경 - CT 촬영 이 도움될 수 있습니다.  선천적인 심장질환일 경우에는 심장초음파 검사가 진단에 도움이 될 수 있구요.  갑상선 기능 항진증 관련문제는 해당 동물병원 수의사 선생님과 밀도있는 논의를 해보실 필요가 있습니다.  강아지에서 갑상선 기능 항진증은 약간 드문 케이스라서 의외네요.  큰 문제없이 빠르고 정확한 진단과 효과적인 처치로 근심이 해결될 수 있기를 기원합니다. 안녕히 계세요,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=278872536
",강아지/호흡 기계계/갑상선기능항진증
22891,새끼강아지 낑낑과 입질 여기에쓰면 이웅종님이 보신다는데 답좀부탁드려요  토이푸들 암컷 오늘로 태어난지 72일 2달조금넘은아이에요 저한테온지 2주정도 지났구요. 질문 111111111111111 밥은 아침 8~8시반 점심12~1시 오후5~6시 밤 12시정도 요렇게 4번줍니다. 아침에 눈떠서 주방에 들어가는걸 본순간부터 낑낑대서 한 20분정도 혼자 난리쳐요 그럼 전 낑낑대는걸 멈춘뒤에 밥을줘요 암튼 하루에 4번 지밥시간에 움직이는걸본순간 낑낑........ 밥먹고나서낑낑 중간중간 제가 움직이면 계속낑낑 .. 원룸이라 움직일때마다 이아이가 절보거든요 그때마다 낑낑대는데 무시하면 하다가 멈추긴해요 낑낑대는것도 문제지만 낑낑대면서 울타리를 짚고 자꾸 점프하면서 머리며 팔다리며 여기저기 바닥에 부딪히니까 다칠까 걱정도되고 이거 어떻게 고칠수있는방법없나요 침팬치가 저희집에 온것같음요 ㅜㅜㅜㅜ please......... 도와주세요 질문 2222222222222 가끔 조용할때 꺼내서 놀아주는데 놀아줄때 아무리 장난감으로 유인하고 장난감을 던져도보고 장난감은 쳐다도안보고 제몸에만 환장해요 손가락 발가락 뭐그냥 계속물고 간혹 장난감 물고 놀다가도 손가락만 보이면 고개를 휙돌리면서 저를 확물어요 아직 새끼라 물린적은없는데 이아이 클때까지 안고쳐지면 저... 물릴거같아요ㅜㅜㅜ 흥분하면 얼굴로 점프하면서 제얼굴을 물려고도하고 지몸이나머리 쓰다듬을때 갑자기 휙휙 고개돌려서 물려고하고 환장할거같아여 입질하는거 고칠수있는방법좀 알려주세요 제발.....," 사료를 줄 때마다 낑낑거리는 행동과 무는 행동 때문에 고민이 많으시군요. 반려견에게 있어서 하루 일과 중 ""음식 섭취""는 무엇과도 바꿀 수 없는 즐거운 일입니다. 몇 일 동안의 동거를 통해서 반려견은 자신에게 사료가 주어지는 ""상황""을 잘 관찰하였고, 지금도 그 상황이지는 않을까 하며 더욱 예의주시 한 다음, 사료가 주어지는 것이 틀림없다고 판단되면 낑낑거리며 보채는 행동을 하게 됩니다. (사료를 줄게 뻔(?)하기 때문이죠~~) 지금처럼 낑낑대는걸 멈춘 후에 급식을 하는 것은 올바른 방법으로 여겨집니다.  사료를 주려고 할 때, 낑낑거리는 행동을 해결하는 방법은, 1. 보채는 행동을 하지 않을 때까지 기다렸다가 급식하기 (초기에는 시간이 다소 걸릴 수 있음, 이후     진정되는 시간이 단축됨) 2. 불규칙하게 급식하기 (기존에 주던 주기를 기준으로 앞뒤로 1시간 이내의 시간에 유동적으로 제공)  3. 급식 하려는 행동을 취한 후, 실제로는 급식하지 않기 (특히, 지정 급식 주기 이외의 시간대에 시도)      - 하루 수 차례 반복합니다. (과도한(?) 예측 행동을 깨트리기 위한 것입니다)   사료를 먹고 난 다음 보호자가 움직일 때 낑낑거릴 때는, 1. 지금처럼 무시하기 2. 사료 급식방법 변경하기 : Kong(콩) 등의 장난감을 통해 급식하면 사료 섭취시간을 연장할 수 있으며,    그것을 통해 사료를 섭취하는 동안 보호자의 움직임에 반응할 가능성이 낮아짐   손가락을 무는 행동의 원인은 대부분 ""놀자""는 의사표현입니다. 단, 그 방법이 문제인거죠. 해결방법은, 1. 반려견이 ""놀자고"" 보채기 이전에 보호자가 먼저 놀이를 시작/주도합니다. 2. ""같이 노는 장난감(봉제 인형 등)""을 준비하고, 그것으로 놀아 주되, 반려견이 지나치게 흥분하기    이전에 ""놔""를 가르쳐 놓게 합니다. 반복합니다. 흥분하면 얼굴로 점프하면서 얼굴을 물려고 하는 경우 또한 위의 방법을 적용해 보시길 권장합니다. 아울러, 몸 자세를 반려견의 얼굴 가까이로 접근시키지 않도록 합니다.  반려견의 신체를 쓰다듬을 때 물려는 행동을 할 때는, 1. 먼저 건강에 문제가 없는지를 수의사를 통해 점검받도록 합니다. 통증이 있는 부위를 만지려고 하면     고통을 피하기 위해 무는(방어하는) 행동을 하는 반려견이 있습니다. 2. 건강에 이상이 없다면 반려견의 신체 중 가장 편안해 하는 부위부터 난이도를 낮춰서 점진적으로     접촉에 길들입니다.     예를 들어,    - 엉덩이 부위 근처로 손을 접근시키기    - 그 다음은 조금 더 접근 시키기    - 실제로 살짝 엉덩이를 만지기     - 다른 신체 부위도 위와 같은 방법으로 접촉하기      * 몸을 접촉할 때, 간식으로 반려견의 관심을 분산시키는 것도 도움이 됩니다         (한 손으로 반려견에게 간식을 주는 동안 다른 손으로 반려견의 신체를 접촉하기)  한 두번만의 시도로 완전히 개선되지 않을 수 있습니다. 반려견은 많은 경험을 통해 각각의 상황에서 ""어떻게"" 행동해야 하는지를 하나씩 배우게 됩니다. 그러므로, 꾸준한 연습이 필요합니다. 도움이 되셨기를 바랍니다.  감사합니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=211910225
","질문 1: 강아지/행동문제/낑낑대기, 점프하기, 부딪히기
질문 2: 강아지/식이문제/밥관리
질문 3: 고양이/행동문제/장난감 물지 않기, 사람 물기"
169,고양이 기침 이거 허피스인가요?? 아니라면 뭘까요?? 기침한 거 본지는 두세달 된 거 같습니다  재생 0 00:00 00:00,"상황만으로 판단하기에는 제한적이고 어려운 부분이 있습니다. 고양이 기침은 천식을 비롯해 기관지염, 폐렴과 같은 원인으로 발생합니다. 허피스나 칼리시바이러스 감염 및 클라미디아 질환도 완전히 배제하기 어려운 상황입니다. 상황이 지속되거나 더욱 악화된다면 병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=435195287
",고양이/호흡기질환/헬프프(Sneezing and Runny Eyes 단독증상)
10317,강아지 어릴때 유치안빼면 애들한테사큰문제생기는거예여?!상세한 답변 부탁드려요 ,개체에 따라 차이가 있지만 일반적으로 7개월 까지 유치가 빠지지 않을 경우에는 더 늦기 전에 병원에서 발치해 주어야 합니다. 유치발치가 늦어지면 발치를 하더라도 영구치가 제자리를 잡지 못하고 덧니로 남아 치열과 구강에 문제가 생길 가능성이 높습니다.,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=413780281
",강아지/안과질환/유치안염
22237,[급]강아지 다리가 뿌러졋는데요 우리강아지가요 침대에서 떨어져서 다리가 뿌러졋는데요ㅠ..병원가서 엑스레이 찍어보니까 일자로 딱 뿌러졌는데 수술 이랑 깁스 둘중에 선택하라고 하셧는데 수술은 비용이 너무 커서 깁스를햇는데요ㅠ 일자로 뿌러졋는데 안붙을 확률이 몇퍼일까요 ㅠ? 뼈가 붙는다고 해도 휠수도 잇다는데 휘면 생활하는데 지장이있나요ㅠ?못뛰어다니고 그런건아니죠ㅠ?, 그런 큰 일이 있었군요 부목을 대었을 경우 뼈의 골절 부위가 고정이 잘 되지 않아 유합이 제대로 되지 않을 가능성이 높습니다 각도가 틀어지기도 하고요 가능한 골절 부위에 충격이 가지 않게 최대한 주의를 해 주셔야 합니다 뛰어다니거나 놀게 하지 마시고 철저한 행동제한이 필요합니다 유합 여부는 보호자의 노력에 달려있다고 말씀드릴 수 있습니다 그리고 깨끗하게 붙기는 어려운데 야측 다리 길이 등이 달라지면 파행을 보이는 것을 피하기 어려울 수 있습니다 감사합니다,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=220471630
",강아지/골절 및 골다공증/다리 부상
8298,6살된 실버푸들입니다 오래전에 등에 뾰루지 같은 것이 하나 났는데 만지면 단단하며 동그랗게 만져집니다 번지는것이 아니라 일시적이라고 생각했는데 6살된 실버푸들입니다 오래전에 등에 뾰루지 같은 것이 하나 났는데 만지면 단단하며 동그랗게 만져집니다 번지는것이 아니라 일시적이라고 생각했는데 지금 현재는 세개나 났어요 2~3년에 걸쳐서 세개가 된것같아요 혹 무슨 병이라도 걸린건지 아이는 깨발랄이에요 답변부탁드려요,사진만으로 판단하기에는 제한적이고 어려운 부분이 있습니다. 사진으로 유추하면 표피낭종을 비롯한 피부종양일 가능성이 높습니다. 방치하게 되면 크기가 커지고 염증을 동반하여 상황은 더욱 악화될 수 있습니다. 병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=410402444
",강아지/피부질환/뾰루지
